File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF849SAF	bam	bam		unfiltered alignments	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF849IFQ/, /files/ENCFF596VWG/, /files/ENCFF347LCO/, /files/ENCFF643CGH/, /files/ENCFF984ZLL/, /files/ENCFF729QJW/, /files/ENCFF501IIV/	4915649668	ENCODE Processing Pipeline	d9b646a227bc0065df14a6e916db4dbc		https://www.encodeproject.org/files/ENCFF849SAF/@@download/ENCFF849SAF.bam				released	s3://encode-public/2019/07/17/8ff25883-3eaf-4b3d-b261-9deb642b4777/ENCFF849SAF.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/8ff25883-3eaf-4b3d-b261-9deb642b4777/ENCFF849SAF.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF363JVU	bam	bam		alignments	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF849IFQ/, /files/ENCFF596VWG/, /files/ENCFF347LCO/, /files/ENCFF643CGH/, /files/ENCFF984ZLL/, /files/ENCFF729QJW/, /files/ENCFF501IIV/	4045615250	ENCODE Processing Pipeline	8645c795d4ef8b88f546a0054651ccab		https://www.encodeproject.org/files/ENCFF363JVU/@@download/ENCFF363JVU.bam				released	s3://encode-public/2019/07/17/d1662690-558d-453f-974f-4bb223d976ff/ENCFF363JVU.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/d1662690-558d-453f-974f-4bb223d976ff/ENCFF363JVU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF907QQL	bam	bam		unfiltered alignments	hg19	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF849IFQ/, /files/ENCFF596VWG/, /files/ENCFF347LCO/, /files/ENCFF807MUK/, /files/ENCFF984ZLL/, /files/ENCFF729QJW/, /files/ENCFF501IIV/	4901893361	ENCODE Processing Pipeline	23fa8a5e1f734db52788b28f4fa3376e		https://www.encodeproject.org/files/ENCFF907QQL/@@download/ENCFF907QQL.bam				released	s3://encode-public/2019/07/17/17648399-610f-4c04-950a-94583f71c9ea/ENCFF907QQL.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/17648399-610f-4c04-950a-94583f71c9ea/ENCFF907QQL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF283VUK	bam	bam		alignments	hg19	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF849IFQ/, /files/ENCFF596VWG/, /files/ENCFF347LCO/, /files/ENCFF807MUK/, /files/ENCFF984ZLL/, /files/ENCFF729QJW/, /files/ENCFF501IIV/	4040241009	ENCODE Processing Pipeline	bf00a955d3af58cd4cfa7a24dab8f119		https://www.encodeproject.org/files/ENCFF283VUK/@@download/ENCFF283VUK.bam				released	s3://encode-public/2019/07/17/3241bea7-da4c-4fcd-978e-6acdc7d24616/ENCFF283VUK.bam	https://datasetencode.blob.core.windows.net/dataset/2019/07/17/3241bea7-da4c-4fcd-978e-6acdc7d24616/ENCFF283VUK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF168FDK	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF349BOR/, /files/ENCFF283VUK/	2312266	ENCODE Processing Pipeline	74167fd3072077a14a53d2e101e5d032		https://www.encodeproject.org/files/ENCFF168FDK/@@download/ENCFF168FDK.bed.gz				released	s3://encode-public/2019/07/24/9a1475a2-b728-4742-88a8-0a9c372a5d20/ENCFF168FDK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/9a1475a2-b728-4742-88a8-0a9c372a5d20/ENCFF168FDK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF533WUK	bigBed narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF168FDK/	5694092	ENCODE Processing Pipeline	098afd4f1a0a7b098a68103e54a3744a		https://www.encodeproject.org/files/ENCFF533WUK/@@download/ENCFF533WUK.bigBed				released	s3://encode-public/2019/07/24/f36cb68f-f6ed-4c2c-945e-a1641a2946d8/ENCFF533WUK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/f36cb68f-f6ed-4c2c-945e-a1641a2946d8/ENCFF533WUK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF125XJD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF363JVU/, /files/ENCFF535IMT/	2052247	ENCODE Processing Pipeline	9bf81a57c3122ffa77c7beaf633552da		https://www.encodeproject.org/files/ENCFF125XJD/@@download/ENCFF125XJD.bed.gz				released	s3://encode-public/2019/07/24/2663431e-bf77-4557-9b5d-471c0098834f/ENCFF125XJD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/2663431e-bf77-4557-9b5d-471c0098834f/ENCFF125XJD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF109PUY	bigBed narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF125XJD/	5027393	ENCODE Processing Pipeline	beda2c014e2c9956783db6cc13967aab		https://www.encodeproject.org/files/ENCFF109PUY/@@download/ENCFF109PUY.bigBed				released	s3://encode-public/2019/07/24/5a450c5a-fa17-4bd0-b282-b1f103a04294/ENCFF109PUY.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/5a450c5a-fa17-4bd0-b282-b1f103a04294/ENCFF109PUY.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF682AQD	bigWig	bigWig		signal p-value	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF363JVU/, /files/ENCFF535IMT/	1452094781	ENCODE Processing Pipeline	5e57476fac2b8d025b0d9a17f00931a1		https://www.encodeproject.org/files/ENCFF682AQD/@@download/ENCFF682AQD.bigWig				released	s3://encode-public/2019/07/24/1c455ba6-e180-4618-a2ed-ba9c99fb5203/ENCFF682AQD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/1c455ba6-e180-4618-a2ed-ba9c99fb5203/ENCFF682AQD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF312AHC	bigWig	bigWig		signal p-value	hg19	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF349BOR/, /files/ENCFF283VUK/	1712515160	ENCODE Processing Pipeline	1dae69e93f27df55bea8ed1f562c2414		https://www.encodeproject.org/files/ENCFF312AHC/@@download/ENCFF312AHC.bigWig				released	s3://encode-public/2019/07/24/05842e9f-cf70-4ba9-b86e-4961bfd800d2/ENCFF312AHC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/05842e9f-cf70-4ba9-b86e-4961bfd800d2/ENCFF312AHC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF459CEA	bigWig	bigWig		fold change over control	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF363JVU/, /files/ENCFF535IMT/	1788261887	ENCODE Processing Pipeline	b112eb1b789344d3160176f949ddf223		https://www.encodeproject.org/files/ENCFF459CEA/@@download/ENCFF459CEA.bigWig				released	s3://encode-public/2019/07/24/92b9b1bd-d594-4aa9-b84e-5a8daa5163a3/ENCFF459CEA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/92b9b1bd-d594-4aa9-b84e-5a8daa5163a3/ENCFF459CEA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF568BTE	bigWig	bigWig		fold change over control	hg19	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF349BOR/, /files/ENCFF283VUK/	1762530616	ENCODE Processing Pipeline	a96d165d2145071eed365450a4b1cc3f		https://www.encodeproject.org/files/ENCFF568BTE/@@download/ENCFF568BTE.bigWig				released	s3://encode-public/2019/07/24/99ab84dd-d151-4d2f-afd2-f5d8a2d706f3/ENCFF568BTE.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/99ab84dd-d151-4d2f-afd2-f5d8a2d706f3/ENCFF568BTE.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF865IZA	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF871EQF/	2307324	ENCODE Processing Pipeline	9d6d0b7928fb0aac0d3d7cbee829bd24		https://www.encodeproject.org/files/ENCFF865IZA/@@download/ENCFF865IZA.bigBed				released	s3://encode-public/2019/07/24/99e38b51-3c93-4dce-a20e-237acb22e4a0/ENCFF865IZA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/99e38b51-3c93-4dce-a20e-237acb22e4a0/ENCFF865IZA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF871EQF	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF125XJD/	1217324	ENCODE Processing Pipeline	1fd51fa196b9e22d9d05c1e566922bb1		https://www.encodeproject.org/files/ENCFF871EQF/@@download/ENCFF871EQF.bed.gz				released	s3://encode-public/2019/07/24/fb40e058-16d7-4820-842a-32d994d434ef/ENCFF871EQF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/fb40e058-16d7-4820-842a-32d994d434ef/ENCFF871EQF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF883XGL	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	hg19	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF820AFJ/	2437571	ENCODE Processing Pipeline	c276cb35d7177f6e4bc528504672f8c4		https://www.encodeproject.org/files/ENCFF883XGL/@@download/ENCFF883XGL.bigBed				released	s3://encode-public/2019/07/24/f60b7d62-d824-4df8-8de8-12e96c8e5b32/ENCFF883XGL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/f60b7d62-d824-4df8-8de8-12e96c8e5b32/ENCFF883XGL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF820AFJ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	hg19	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF168FDK/	1262292	ENCODE Processing Pipeline	f3d99e8b3ecaff8d37dde30328e01f16		https://www.encodeproject.org/files/ENCFF820AFJ/@@download/ENCFF820AFJ.bed.gz				released	s3://encode-public/2019/07/24/5bb55333-d5d2-4198-84fc-43ecbaa1e9f1/ENCFF820AFJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/07/24/5bb55333-d5d2-4198-84fc-43ecbaa1e9f1/ENCFF820AFJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived			
ENCFF729QJW	fastq	fastq		reads		ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1	76		single-ended					1270351378	Bradley Bernstein, Broad	8aa114a3c26e77419546c02d9393f5ea	SRA:SRR10837755	https://www.encodeproject.org/files/ENCFF729QJW/@@download/ENCFF729QJW.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/07/be65e4e7-4f96-4829-8e49-32c9f54249b0/ENCFF729QJW.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/be65e4e7-4f96-4829-8e49-32c9f54249b0/ENCFF729QJW.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF501IIV	fastq	fastq		reads		ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1	76		single-ended					551989678	Bradley Bernstein, Broad	bbcaf33983a744a8dce27f1151d9afd2	SRA:SRR10837756	https://www.encodeproject.org/files/ENCFF501IIV/@@download/ENCFF501IIV.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/07/2e336463-1fe5-4bf2-8c8c-716a83194803/ENCFF501IIV.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/2e336463-1fe5-4bf2-8c8c-716a83194803/ENCFF501IIV.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF849IFQ	fastq	fastq		reads		ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1	76		single-ended					1323986555	Bradley Bernstein, Broad	7b67a458e08ccbd887f4b0a3a6f9aecf	SRA:SRR10837757	https://www.encodeproject.org/files/ENCFF849IFQ/@@download/ENCFF849IFQ.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/07/0055fb15-c401-4e45-a256-5653ee86d62f/ENCFF849IFQ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/0055fb15-c401-4e45-a256-5653ee86d62f/ENCFF849IFQ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF347LCO	fastq	fastq		reads		ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1	76		single-ended					541978760	Bradley Bernstein, Broad	d14d2223920c806813afed3afbe09de3	SRA:SRR10837758	https://www.encodeproject.org/files/ENCFF347LCO/@@download/ENCFF347LCO.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2017/12/07/881d2f53-54e0-4b97-8bf3-5f0c9b697f99/ENCFF347LCO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/07/881d2f53-54e0-4b97-8bf3-5f0c9b697f99/ENCFF347LCO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
ENCFF229BMR	bam	bam		unfiltered alignments	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF596VWG/, /files/ENCFF110MCL/, /files/ENCFF501IIV/, /files/ENCFF347LCO/, /files/ENCFF984ZLL/, /files/ENCFF849IFQ/, /files/ENCFF729QJW/	4928387226	ENCODE Processing Pipeline	20a01a45b0d280b1bd842a0d0fc67550		https://www.encodeproject.org/files/ENCFF229BMR/@@download/ENCFF229BMR.bam				released	s3://encode-public/2020/09/22/97b3e1e7-fd78-4049-b5f7-4495997c784c/ENCFF229BMR.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/97b3e1e7-fd78-4049-b5f7-4495997c784c/ENCFF229BMR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF299QLA	bam	bam		alignments	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2		76					/files/ENCFF596VWG/, /files/ENCFF110MCL/, /files/ENCFF501IIV/, /files/ENCFF347LCO/, /files/ENCFF984ZLL/, /files/ENCFF849IFQ/, /files/ENCFF729QJW/	4108828754	ENCODE Processing Pipeline	ef6e2e0489fa0af1200bbce75d5890b3		https://www.encodeproject.org/files/ENCFF299QLA/@@download/ENCFF299QLA.bam				released	s3://encode-public/2020/09/22/efa47605-99b4-40f7-8b4c-3e57536672f5/ENCFF299QLA.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/efa47605-99b4-40f7-8b4c-3e57536672f5/ENCFF299QLA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF917WXV	bigWig	bigWig		signal p-value	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF076ONX/, /files/ENCFF299QLA/	1810521786	ENCODE Processing Pipeline	d0b7979b1f4345e7338dba1f60dd3221		https://www.encodeproject.org/files/ENCFF917WXV/@@download/ENCFF917WXV.bigWig				released	s3://encode-public/2020/09/22/bb0b96f8-d012-4e5d-83c0-5571830af8d4/ENCFF917WXV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/bb0b96f8-d012-4e5d-83c0-5571830af8d4/ENCFF917WXV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF439PPA	bigWig	bigWig		fold change over control	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF076ONX/, /files/ENCFF299QLA/	1794508261	ENCODE Processing Pipeline	a29373aed11029eff43366713dc6e197		https://www.encodeproject.org/files/ENCFF439PPA/@@download/ENCFF439PPA.bigWig				released	s3://encode-public/2020/09/22/bbb24fe6-e370-4d5c-8894-aeed9c02e655/ENCFF439PPA.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/bbb24fe6-e370-4d5c-8894-aeed9c02e655/ENCFF439PPA.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF913SGA	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF076ONX/, /files/ENCFF356LFX/, /files/ENCFF299QLA/	1315141	ENCODE Processing Pipeline	7249d45c9581e1cc88c2ef7dcf26e642		https://www.encodeproject.org/files/ENCFF913SGA/@@download/ENCFF913SGA.bed.gz				released	s3://encode-public/2020/09/22/21ec92df-fd77-4170-9505-a95a18855be1/ENCFF913SGA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/21ec92df-fd77-4170-9505-a95a18855be1/ENCFF913SGA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF122ZZM	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR333HMT	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_1, 1_2							/files/ENCFF913SGA/	2580029	ENCODE Processing Pipeline	d32075dfa999bbcc088cd74942992732		https://www.encodeproject.org/files/ENCFF122ZZM/@@download/ENCFF122ZZM.bigBed				released	s3://encode-public/2020/09/22/6f3497f6-0b05-4e0a-a79f-1568c96bfa64/ENCFF122ZZM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/6f3497f6-0b05-4e0a-a79f-1568c96bfa64/ENCFF122ZZM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF501JSP	fastq	fastq		reads		ENCSR775LGE	Histone ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me1-human	DNA						2019-08-01	ENCODE		sonication (generic), none	200-600	1	1_2	76		single-ended					780185340	Bradley Bernstein, Broad	117643f578d6132b376906b93d92b05d	SRA:SRR10838414	https://www.encodeproject.org/files/ENCFF501JSP/@@download/ENCFF501JSP.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/04/27/07eea82d-1bec-46bb-872c-07b6c784fd81/ENCFF501JSP.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/04/27/07eea82d-1bec-46bb-872c-07b6c784fd81/ENCFF501JSP.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing controlled_by		
